,PlayerName,Age,Birthdate,Nationality,Position,Club,TShirtNumber,Value,Captain 
21094,Jaime Mata,31 Years,"Oct 24, 1988 ",Spain,Forward,Getafe CF,7,€10.00m,-
21095,Ángel Rodríguez,32 Years,"Apr 26, 1987 ",Spain,Forward,Getafe CF,9,€7.50m,-
21096,Deyverson,28 Years,"May 8, 1991 ",Brazil,Forward,Getafe CF,14,€5.00m,-
21097,Jorge Molina,37 Years,"Apr 22, 1982 ",Spain,Forward,Getafe CF,19,€2.00m,Team captain
21098,Rubén Blanco,24 Years,"Jul 25, 1995 ",Spain,Goalkeeper,Celta de Vigo,13,€10.00m,-
21099,Sergio Álvarez,33 Years,"Aug 3, 1986 ",Spain,Goalkeeper,Celta de Vigo,1,€1.50m,-
21100,Iván Villar,22 Years,"Jul 9, 1997 ",Spain,Goalkeeper,Celta de Vigo,25,€300k,-
21101,Joseph Aidoo,24 Years,"Sep 29, 1995 ",Ghana,Defender,Celta de Vigo,18,€8.00m,-
21102,Jeison Murillo,27 Years,"May 27, 1992 ",Colombia,Defender,Celta de Vigo,21,€8.00m,-
21103,Néstor Araujo,28 Years,"Aug 29, 1991 ",Mexico,Defender,Celta de Vigo,4,€7.00m,-
21104,Jorge Sáenz,23 Years,"Nov 17, 1996 ",Spain,Defender,Celta de Vigo,16,€2.00m,-
21105,Lucas Olaza,25 Years,"Jul 21, 1994 ",Uruguay,Defender,Celta de Vigo,15,€4.00m,-
21106,David Juncà,26 Years,"Nov 16, 1993 ",Spain,Defender,Celta de Vigo,17,€1.50m,-
21107,Hugo Mallo,28 Years,"Jun 22, 1991 ",Spain,Defender,Celta de Vigo,2,€9.00m,Team captain
21108,Kevin Vázquez,27 Years,"Mar 23, 1993 ",Spain,Defender,Celta de Vigo,20,€1.00m,-
21109,Okay Yokuslu,26 Years,"Mar 9, 1994 ",Turkey,Midfielder,Celta de Vigo,5,€7.50m,-
21110,Filip Bradaric,28 Years,"Jan 11, 1992 ",Croatia,Midfielder,Celta de Vigo,14,€4.00m,-
21111,Fran Beltrán,21 Years,"Feb 3, 1999 ",Spain,Midfielder,Celta de Vigo,8,€15.00m,-
21112,Pape Cheikh,22 Years,"Aug 8, 1997 ",Spain,Midfielder,Celta de Vigo,24,€7.00m,-
21113,Rafinha,27 Years,"Feb 12, 1993 ",Brazil,Midfielder,Celta de Vigo,12,€12.00m,-
21114,Denis Suárez,26 Years,"Jan 6, 1994 ",Spain,Forward,Celta de Vigo,6,€12.00m,-
21115,Pione Sisto,25 Years,"Feb 4, 1995 ",Denmark,Forward,Celta de Vigo,11,€6.00m,-
21116,Brais Méndez,23 Years,"Jan 7, 1997 ",Spain,Forward,Celta de Vigo,23,€15.00m,-
21117,Juan Hernández,25 Years,"Dec 6, 1994 ",Spain,Forward,Celta de Vigo,7,€800k,-
21118,Iago Aspas,32 Years,"Aug 1, 1987 ",Spain,Forward,Celta de Vigo,10,€20.00m,-
21119,Santi Mina,24 Years,"Dec 7, 1995 ",Spain,Forward,Celta de Vigo,22,€18.00m,-
21120,Fedor Smolov,30 Years,"Feb 9, 1990 ",Russia,Forward,Celta de Vigo,9,€9.00m,-
21121,Gabriel Fernández,25 Years,"May 13, 1994 ",Uruguay,Forward,Celta de Vigo,19,€3.00m,-
21122,Oier Olazábal,30 Years,"Sep 14, 1989 ",Spain,Goalkeeper,RCD Espanyol Barcelona,25,€2.00m,-
21123,Diego López,38 Years,"Nov 3, 1981 ",Spain,Goalkeeper,RCD Espanyol Barcelona,13,€1.00m,-
21124,Andrés Prieto,26 Years,"Oct 17, 1993 ",Spain,Goalkeeper,RCD Espanyol Barcelona,1,€200k,-
21125,Leandro Cabrera,28 Years,"Jun 17, 1991 ",Uruguay,Defender,RCD Espanyol Barcelona,18,€10.00m,-
21126,Bernardo Espinosa,30 Years,"Jul 11, 1989 ",Colombia,Defender,RCD Espanyol Barcelona,20,€6.00m,-
21127,Fernando Calero,24 Years,"Sep 14, 1995 ",Spain,Defender,RCD Espanyol Barcelona,24,€5.00m,-
21128,Naldo,31 Years,"Aug 25, 1988 ",Brazil,Defender,RCD Espanyol Barcelona,5,€2.00m,-
21129,Adrià Pedrosa,21 Years,"May 13, 1998 ",Spain,Defender,RCD Espanyol Barcelona,3,€10.00m,-
21130,Dídac Vilà,30 Years,"Jun 9, 1989 ",Spain,Defender,RCD Espanyol Barcelona,17,€4.00m,-
21131,Víctor Gómez,20 Years,"Apr 1, 2000 ",Spain,Defender,RCD Espanyol Barcelona,34,€2.50m,-
21132,Sébastien Corchia,29 Years,"Nov 1, 1990 ",France,Defender,RCD Espanyol Barcelona,-,€2.00m,-
21133,Javi López,34 Years,"Jan 21, 1986 ",Spain,Defender,RCD Espanyol Barcelona,16,€1.00m,Team captain
21134,Pipa,22 Years,"Jan 26, 1998 ",Spain,Defender,RCD Espanyol Barcelona,2,€500k,-
21135,Marc Roca,23 Years,"Nov 26, 1996 ",Spain,Midfielder,RCD Espanyol Barcelona,21,€20.00m,-
21136,David López,30 Years,"Oct 9, 1989 ",Spain,Midfielder,RCD Espanyol Barcelona,15,€7.50m,-
21137,Ander Iturraspe,31 Years,"Mar 8, 1989 ",Spain,Midfielder,RCD Espanyol Barcelona,8,€2.50m,-
21138,Sergi Darder,26 Years,"Dec 22, 1993 ",Spain,Midfielder,RCD Espanyol Barcelona,10,€14.00m,-
21139,Víctor Sánchez,32 Years,"Sep 8, 1987 ",Spain,Midfielder,RCD Espanyol Barcelona,4,€3.00m,-
21140,Matías Vargas,22 Years,"May 8, 1997 ",Argentina,Forward,RCD Espanyol Barcelona,22,€11.00m,-
21141,Lei Wu,28 Years,"Nov 19, 1991 ",China,Forward,RCD Espanyol Barcelona,7,€10.00m,-
21142,Oscar Melendo,22 Years,"Aug 23, 1997 ",Spain,Forward,RCD Espanyol Barcelona,14,€7.50m,-
21143,Adrián Embarba,27 Years,"May 7, 1992 ",Spain,Forward,RCD Espanyol Barcelona,23,€7.00m,-
21144,Raúl de Tomás,25 Years,"Oct 17, 1994 ",Spain,Forward,RCD Espanyol Barcelona,11,€20.00m,-
21145,Jonathan Calleri,26 Years,"Sep 23, 1993 ",Argentina,Forward,RCD Espanyol Barcelona,12,€7.50m,-
21146,Facundo Ferreyra,29 Years,"Mar 14, 1991 ",Argentina,Forward,RCD Espanyol Barcelona,9,€4.00m,-
21147,Víctor Campuzano,22 Years,"May 31, 1997 ",Spain,Forward,RCD Espanyol Barcelona,31,€3.00m,-
21148,Fernando Pacheco,27 Years,"May 18, 1992 ",Spain,Goalkeeper,Deportivo Alavés,1,€18.00m,-
21149,Roberto,34 Years,"Feb 10, 1986 ",Spain,Goalkeeper,Deportivo Alavés,13,€1.00m,-
21150,Víctor Laguardia,30 Years,"Nov 5, 1989 ",Spain,Defender,Deportivo Alavés,5,€9.00m,-
21151,Lisandro Magallán,26 Years,"Sep 27, 1993 ",Argentina,Defender,Deportivo Alavés,6,€6.00m,-
21152,Ximo Navarro,30 Years,"Jan 23, 1990 ",Spain,Defender,Deportivo Alavés,23,€2.50m,-
21153,Rodrigo Ely,26 Years,"Nov 3, 1993 ",Brazil,Defender,Deportivo Alavés,4,€2.00m,-
21154,Tachi,22 Years,"Sep 10, 1997 ",Spain,Defender,Deportivo Alavés,27,€1.00m,-
21155,Rubén Duarte,24 Years,"Oct 18, 1995 ",Spain,Defender,Deportivo Alavés,3,€6.00m,-
21156,Adrián Marín,23 Years,"Jan 9, 1997 ",Spain,Defender,Deportivo Alavés,17,€800k,-
21157,Martin Aguirregabiria,23 Years,"May 10, 1996 ",Spain,Defender,Deportivo Alavés,21,€6.00m,-
21158,Rafa Navarro,26 Years,"Feb 23, 1994 ",Spain,Defender,Deportivo Alavés,12,€500k,-
21159,Pere Pons,27 Years,"Feb 20, 1993 ",Spain,Midfielder,Deportivo Alavés,20,€4.00m,-
21160,Ljubomir Fejsa,31 Years,"Aug 14, 1988 ",Serbia,Midfielder,Deportivo Alavés,15,€3.50m,-
21161,Manu García,33 Years,"Apr 26, 1986 ",Spain,Midfielder,Deportivo Alavés,19,€1.80m,Team captain
21162,Jeando Fuchs,22 Years,"Oct 11, 1997 ",Cameroon,Midfielder,Deportivo Alavés,-,€1.50m,-
21163,Víctor Camarasa,25 Years,"May 28, 1994 ",Spain,Midfielder,Deportivo Alavés,10,€5.00m,-
21164,Tomás Pina,32 Years,"Oct 14, 1987 ",Spain,Midfielder,Deportivo Alavés,8,€2.50m,-
21165,Ismael Gutiérrez,19 Years,"Aug 7, 2000 ",Spain,Midfielder,Deportivo Alavés,35,€1.00m,-
21166,Luis Rioja,26 Years,"Oct 16, 1993 ",Spain,Forward,Deportivo Alavés,11,€2.50m,-
21167,Borja Sainz,19 Years,"Feb 1, 2001 ",Spain,Forward,Deportivo Alavés,29,€300k,-
21168,Oliver Burke,23 Years,"Apr 7, 1997 ",Scotland,Forward,Deportivo Alavés,24,€6.00m,-
21169,Aleix Vidal,30 Years,"Aug 21, 1989 ",Spain,Forward,Deportivo Alavés,18,€4.50m,-
21170,Edgar Méndez,30 Years,"Jan 2, 1990 ",Spain,Forward,Deportivo Alavés,16,€2.00m,-
21171,Lucas Pérez,31 Years,"Sep 10, 1988 ",Spain,Forward,Deportivo Alavés,7,€15.00m,-
21172,Joselu,30 Years,"Mar 27, 1990 ",Spain,Forward,Deportivo Alavés,9,€7.50m,-
21173,Aitor Fernández,28 Years,"May 3, 1991 ",Spain,Goalkeeper,Levante UD,13,€10.00m,-
21174,Koke Vegas,24 Years,"Sep 27, 1995 ",Spain,Goalkeeper,Levante UD,1,€700k,-
21175,Rúben Vezo,25 Years,"Apr 25, 1994 ",Portugal,Defender,Levante UD,14,€6.00m,-
21176,Sergio Postigo,31 Years,"Nov 4, 1988 ",Spain,Defender,Levante UD,15,€2.00m,-
21177,Rober Pier,25 Years,"Feb 16, 1995 ",Spain,Defender,Levante UD,4,€1.50m,-
21178,Bruno González,29 Years,"May 24, 1990 ",Spain,Defender,Levante UD,18,€1.50m,-
21179,Óscar Duarte,30 Years,"Jun 3, 1989 ",Costa Rica,Defender,Levante UD,6,€900k,-
21180,Carlos Clerc,28 Years,"Feb 21, 1992 ",Spain,Defender,Levante UD,19,€2.50m,-
21181,Toño,30 Years,"Nov 7, 1989 ",Spain,Defender,Levante UD,3,€900k,-
21182,Jorge Miramón,30 Years,"Jun 2, 1989 ",Spain,Defender,Levante UD,20,€3.50m,-
21183,Coke,32 Years,"Apr 26, 1987 ",Spain,Defender,Levante UD,23,€1.50m,-
21184,Iván López,26 Years,"Aug 23, 1993 ",Spain,Defender,Levante UD,2,€300k,-
21185,Nemanja Radoja,27 Years,"Feb 6, 1993 ",Serbia,Midfielder,Levante UD,5,€4.00m,-
21186,Nikola Vukcevic,28 Years,"Dec 13, 1991 ",Montenegro,Midfielder,Levante UD,17,€3.00m,-
21187,Enis Bardhi,24 Years,"Jul 2, 1995 ",North Macedonia,Midfielder,Levante UD,10,€15.00m,-
21188,José Campaña,26 Years,"May 31, 1993 ",Spain,Midfielder,Levante UD,24,€15.00m,-
21189,Gonzalo Melero,26 Years,"Jan 2, 1994 ",Spain,Midfielder,Levante UD,22,€4.00m,-
21190,Rubén Rochina,29 Years,"Mar 23, 1991 ",Spain,Midfielder,Levante UD,16,€4.00m,-
21191,Hernâni,28 Years,"Aug 20, 1991 ",Portugal,Forward,Levante UD,8,€2.50m,-
21192,Roger Martí,29 Years,"Jan 3, 1991 ",Spain,Forward,Levante UD,9,€10.00m,-
21193,José Luis Morales,32 Years,"Jul 23, 1987 ",Spain,Forward,Levante UD,11,€8.00m,Team captain
21194,Borja Mayoral,23 Years,"Apr 5, 1997 ",Spain,Forward,Levante UD,21,€4.00m,-
21195,Sergio León,31 Years,"Jan 6, 1989 ",Spain,Forward,Levante UD,7,€3.00m,-
21196,Juan Soriano,22 Years,"Aug 23, 1997 ",Spain,Goalkeeper,CD Leganés,13,€2.00m,-
21197,Iván Cuéllar,35 Years,"May 25, 1984 ",Spain,Goalkeeper,CD Leganés,1,€800k,-
21198,Pablo Lombo,20 Years,"May 24, 1999 ",Spain,Goalkeeper,CD Leganés,35,,-
21199,Dimitrios Siovas,31 Years,"Sep 16, 1988 ",Greece,Defender,CD Leganés,22,€6.00m,-
21200,Chidozie Awaziem,23 Years,"Jan 1, 1997 ",Nigeria,Defender,CD Leganés,12,€5.00m,-
21201,Unai Bustinza,28 Years,"Feb 2, 1992 ",Spain,Defender,CD Leganés,3,€4.00m,Team captain
21202,Kenneth Omeruo,26 Years,"Oct 17, 1993 ",Nigeria,Defender,CD Leganés,4,€3.00m,-
21203,Rodrigo Tarín,23 Years,"Jul 5, 1996 ",Spain,Defender,CD Leganés,15,€1.50m,-
21204,Jonathan Silva,25 Years,"Jun 29, 1994 ",Argentina,Defender,CD Leganés,5,€4.00m,-
21205,Kévin Rodrigues,26 Years,"Mar 5, 1994 ",Portugal,Defender,CD Leganés,24,€3.00m,-
21206,Roberto Rosales,31 Years,"Nov 20, 1988 ",Venezuela,Defender,CD Leganés,16,€2.00m,-
21207,Marc Navarro,24 Years,"Jul 2, 1995 ",Spain,Defender,CD Leganés,2,€1.50m,-
21208,Rubén Pérez,30 Years,"Apr 26, 1989 ",Spain,Midfielder,CD Leganés,21,€7.50m,-
21209,Ibrahim Amadou,27 Years,"Apr 6, 1993 ",France,Midfielder,CD Leganés,23,€7.00m,-
21210,Roque Mesa,30 Years,"Jun 7, 1989 ",Spain,Midfielder,CD Leganés,6,€7.00m,-
21211,Recio,29 Years,"Jan 11, 1991 ",Spain,Midfielder,CD Leganés,8,€3.00m,-
21212,Óscar Rodríguez,21 Years,"Jun 28, 1998 ",Spain,Midfielder,CD Leganés,27,€12.00m,-
21213,Javi Eraso,30 Years,"Mar 22, 1990 ",Spain,Midfielder,CD Leganés,17,€1.50m,-
21214,Bryan Gil,19 Years,"Feb 11, 2001 ",Spain,Forward,CD Leganés,26,€10.00m,-
21215,Alexander Szymanowski,31 Years,"Oct 13, 1988 ",Argentina,Forward,CD Leganés,11,€1.00m,-
21216,Aitor Ruibal,24 Years,"Mar 22, 1996 ",Spain,Forward,CD Leganés,19,€1.20m,-
21217,Roger Assalé,26 Years,"Nov 13, 1993 ",Cote d'Ivoire,Forward,CD Leganés,20,€7.50m,-
21218,Guido Carrillo,28 Years,"May 25, 1991 ",Argentina,Forward,CD Leganés,18,€6.00m,-
21219,Miguel Ángel Guerrero,29 Years,"Jul 12, 1990 ",Spain,Forward,CD Leganés,9,€2.00m,-
21220,Jordi Masip,31 Years,"Jan 3, 1989 ",Spain,Goalkeeper,Real Valladolid CF,1,€6.00m,-
21221,José Antonio Caro,25 Years,"May 3, 1994 ",Spain,Goalkeeper,Real Valladolid CF,13,€600k,-
21222,Mohammed Salisu,20 Years,"Apr 17, 1999 ",Ghana,Defender,Real Valladolid CF,27,€12.00m,-
21223,Kiko Olivas,31 Years,"Aug 21, 1988 ",Spain,Defender,Real Valladolid CF,4,€2.50m,-
21224,Javi Sánchez,23 Years,"Mar 14, 1997 ",Spain,Defender,Real Valladolid CF,5,€1.50m,-
21225,Nacho Martínez,31 Years,"Mar 7, 1989 ",Spain,Defender,Real Valladolid CF,22,€5.00m,-
21226,Raúl Garcia,30 Years,"Apr 30, 1989 ",Spain,Defender,Real Valladolid CF,6,€1.00m,-
21227,Pedro Porro,20 Years,"Sep 13, 1999 ",Spain,Defender,Real Valladolid CF,2,€10.00m,-
21228,Antoñito,32 Years,"Dec 24, 1987 ",Spain,Defender,Real Valladolid CF,18,€1.00m,-
21229,Javi Moyano,34 Years,"Feb 23, 1986 ",Spain,Defender,Real Valladolid CF,17,€800k,Team captain
21230,Joaquín Fernández,23 Years,"May 31, 1996 ",Spain,Midfielder,Real Valladolid CF,24,€3.00m,-
21231,Rubén Alcaraz,28 Years,"May 1, 1991 ",Spain,Midfielder,Real Valladolid CF,14,€10.00m,-
21232,Fede San Emeterio,23 Years,"Mar 16, 1997 ",Spain,Midfielder,Real Valladolid CF,16,€4.00m,-
21233,Matheus Fernandes,21 Years,"Jun 30, 1998 ",Brazil,Midfielder,Real Valladolid CF,8,€3.50m,-
21234,Míchel,31 Years,"Jul 29, 1988 ",Spain,Midfielder,Real Valladolid CF,21,€2.00m,-
21235,Hatem Ben Arfa,33 Years,"Mar 7, 1987 ",France,Midfielder,Real Valladolid CF,3,€5.00m,-
21236,Toni Villa,25 Years,"Jan 7, 1995 ",Spain,Forward,Real Valladolid CF,19,€4.00m,-
21237,Waldo Rubio,24 Years,"Aug 17, 1995 ",Spain,Forward,Real Valladolid CF,23,€1.00m,-
21238,Óscar Plano,29 Years,"Feb 11, 1991 ",Spain,Forward,Real Valladolid CF,10,€4.00m,-
21239,Pablo Hervías,27 Years,"Mar 8, 1993 ",Spain,Forward,Real Valladolid CF,11,€800k,-
21240,Sergi Guardiola,28 Years,"May 29, 1991 ",Spain,Forward,Real Valladolid CF,7,€6.00m,-
21241,Enes Ünal,22 Years,"May 10, 1997 ",Turkey,Forward,Real Valladolid CF,9,€5.00m,-
21242,Sandro Ramírez,24 Years,"Jul 9, 1995 ",Spain,Forward,Real Valladolid CF,20,€4.00m,-
21243,Stiven Plaza,21 Years,"Mar 11, 1999 ",Ecuador,Forward,Real Valladolid CF,31,€1.00m,-
21244,Fabri,32 Years,"Dec 31, 1987 ",Spain,Goalkeeper,RCD Mallorca,13,€1.50m,-
21245,Manolo Reina,35 Years,"Apr 1, 1985 ",Spain,Goalkeeper,RCD Mallorca,1,€300k,-
21246,Miquel Parera,23 Years,"May 18, 1996 ",Spain,Goalkeeper,RCD Mallorca,25,€300k,-
21247,Martin Valjent,24 Years,"Dec 11, 1995 ",Slovakia,Defender,RCD Mallorca,24,€3.00m,-
21248,Antonio Raíllo,28 Years,"Oct 8, 1991 ",Spain,Defender,RCD Mallorca,21,€2.50m,-
21249,Aleksandar Sedlar,28 Years,"Dec 13, 1991 ",Serbia,Defender,RCD Mallorca,20,€800k,-
21250,Xisco Campos,38 Years,"Mar 10, 1982 ",Spain,Defender,RCD Mallorca,5,€100k,Team captain
21251,Leonardo Koutris,24 Years,"Jul 23, 1995 ",Greece,Defender,RCD Mallorca,18,€4.50m,-
21252,Abdul Rahman Baba,25 Years,"Jul 2, 1994 ",Ghana,Defender,RCD Mallorca,-,€3.00m,-
21253,Lumor,23 Years,"Aug 15, 1996 ",Ghana,Defender,RCD Mallorca,3,€1.50m,-
21254,Joan Sastre,22 Years,"Apr 30, 1997 ",Spain,Defender,RCD Mallorca,2,€2.00m,-
21255,Fran Gámez,28 Years,"Jul 27, 1991 ",Spain,Defender,RCD Mallorca,15,€800k,-
21256,Sung-yong Ki,31 Years,"Jan 24, 1989 ","Korea, South",Midfielder,RCD Mallorca,10,€3.00m,-
21257,Aleix Febas,24 Years,"Feb 22, 1996 ",Spain,Midfielder,RCD Mallorca,23,€3.50m,-
21258,Iddrisu Baba,24 Years,"Jan 22, 1996 ",Ghana,Midfielder,RCD Mallorca,12,€2.50m,-
21259,Marc Pedraza,33 Years,"Feb 6, 1987 ",Spain,Midfielder,RCD Mallorca,6,€300k,-
21260,Salva Sevilla,36 Years,"Mar 18, 1984 ",Spain,Midfielder,RCD Mallorca,8,€200k,-
21261,Dani Rodríguez,31 Years,"Jun 6, 1988 ",Spain,Midfielder,RCD Mallorca,14,€1.50m,-
21262,Josep Señé,28 Years,"Dec 10, 1991 ",Spain,Midfielder,RCD Mallorca,4,€300k,-
21263,Lago Júnior,29 Years,"Dec 31, 1990 ",Cote d'Ivoire,Forward,RCD Mallorca,11,€4.00m,-
21264,Aleksandar Trajkovski,27 Years,"Sep 5, 1992 ",North Macedonia,Forward,RCD Mallorca,17,€1.50m,-
21265,Takefusa Kubo,18 Years,"Jun 4, 2001 ",Japan,Forward,RCD Mallorca,26,€15.00m,-
21266,Alejandro Pozo,21 Years,"Feb 22, 1999 ",Spain,Forward,RCD Mallorca,7,€5.00m,-
21267,Yannis Salibur,29 Years,"Jan 24, 1991 ",France,Forward,RCD Mallorca,16,€1.50m,-
21268,Ante Budimir,28 Years,"Jul 22, 1991 ",Croatia,Forward,RCD Mallorca,22,€7.50m,-
21269,Cucho Hernández,20 Years,"Apr 22, 1999 ",Colombia,Forward,RCD Mallorca,29,€7.50m,-
21270,Pablo Chavarría,32 Years,"Jan 2, 1988 ",Argentina,Forward,RCD Mallorca,19,€1.50m,-
21271,Abdón Prats,27 Years,"Dec 7, 1992 ",Spain,Forward,RCD Mallorca,9,€800k,-
21272,Sergio Herrera,26 Years,"Jun 5, 1993 ",Spain,Goalkeeper,CA Osasuna,1,€1.50m,-
21273,Rubén Martínez,35 Years,"Jun 22, 1984 ",Spain,Goalkeeper,CA Osasuna,13,€700k,-
21274,Juan Pérez,23 Years,"Jul 15, 1996 ",Spain,Goalkeeper,CA Osasuna,25,€500k,-
21275,Aridane Hernández,31 Years,"Mar 23, 1989 ",Spain,Defender,CA Osasuna,23,€4.00m,-
21276,David García,26 Years,"Feb 14, 1994 ",Spain,Defender,CA Osasuna,5,€3.00m,-
21277,Facundo Roncaglia,33 Years,"Feb 10, 1987 ",Argentina,Defender,CA Osasuna,12,€1.80m,-
21278,Raúl Navas,31 Years,"May 11, 1988 ",Spain,Defender,CA Osasuna,3,€1.50m,-
21279,Unai García,27 Years,"Sep 3, 1992 ",Spain,Defender,CA Osasuna,4,€1.00m,-
21280,Pervis Estupiñán,22 Years,"Jan 21, 1998 ",Ecuador,Defender,CA Osasuna,30,€7.50m,-
21281,Toni Lato,22 Years,"Nov 21, 1997 ",Spain,Defender,CA Osasuna,15,€2.00m,-
21282,Nacho Vidal,25 Years,"Jan 24, 1995 ",Spain,Defender,CA Osasuna,2,€3.00m,-
21283,Oier,33 Years,"May 25, 1986 ",Spain,Midfielder,CA Osasuna,6,€1.20m,Team captain
21284,Jon Moncayola,21 Years,"May 13, 1998 ",Spain,Midfielder,CA Osasuna,27,€3.00m,-
21285,Darko Brasanac,28 Years,"Feb 12, 1992 ",Serbia,Midfielder,CA Osasuna,20,€2.00m,-
21286,Fran Mérida,30 Years,"Mar 4, 1990 ",Spain,Midfielder,CA Osasuna,8,€1.50m,-
21287,Iñigo Pérez,32 Years,"Jan 18, 1988 ",Spain,Midfielder,CA Osasuna,21,€600k,-
21288,Rubén García,26 Years,"Jul 14, 1993 ",Spain,Midfielder,CA Osasuna,14,€7.50m,-
21289,Roberto Torres,31 Years,"Mar 7, 1989 ",Spain,Midfielder,CA Osasuna,10,€5.00m,-
21290,José Manuel Arnáiz,24 Years,"Apr 15, 1995 ",Spain,Forward,CA Osasuna,16,€2.50m,-
21291,Robert Ibáñez,27 Years,"Mar 22, 1993 ",Spain,Forward,CA Osasuna,17,€1.00m,-
21292,Kike Barja,23 Years,"Apr 4, 1997 ",Spain,Forward,CA Osasuna,19,€1.00m,-
21293,Chimy Ávila,26 Years,"Feb 6, 1994 ",Argentina,Forward,CA Osasuna,9,€15.00m,-
21294,Adrián López,32 Years,"Jan 8, 1988 ",Spain,Forward,CA Osasuna,22,€1.80m,-
21295,Marc Cardona,24 Years,"Jul 8, 1995 ",Spain,Forward,CA Osasuna,7,€1.50m,-
21296,Enric Gallego,33 Years,"Sep 12, 1986 ",Spain,Forward,CA Osasuna,11,€1.50m,-
21297,Marko Dmitrovic,28 Years,"Jan 24, 1992 ",Serbia,Goalkeeper,SD Eibar,1,€12.00m,-
21298,Yoel Rodríguez,31 Years,"Aug 28, 1988 ",Spain,Goalkeeper,SD Eibar,13,€1.50m,-
21299,Paulo Oliveira,28 Years,"Jan 8, 1992 ",Portugal,Defender,SD Eibar,12,€6.00m,-
21300,Pedro Bigas,29 Years,"May 15, 1990 ",Spain,Defender,SD Eibar,3,€2.00m,-
21301,Anaitz Arbilla,32 Years,"May 15, 1987 ",Spain,Defender,SD Eibar,23,€2.00m,-
21302,Esteban Burgos,28 Years,"Jan 9, 1992 ",Argentina,Defender,SD Eibar,2,€900k,-
21303,Iván Ramis,35 Years,"Oct 25, 1984 ",Spain,Defender,SD Eibar,4,€800k,Team captain
21304,José Ángel,30 Years,"Sep 5, 1989 ",Spain,Defender,SD Eibar,15,€5.00m,-
21305,Rafa Soares,24 Years,"May 9, 1995 ",Portugal,Defender,SD Eibar,11,€3.00m,-
21306,Álvaro Tejero,23 Years,"Jul 20, 1996 ",Spain,Defender,SD Eibar,24,€3.00m,-
21307,Roberto Correa,27 Years,"Sep 20, 1992 ",Spain,Defender,SD Eibar,20,€600k,-
21308,Pape Diop,34 Years,"Mar 19, 1986 ",Senegal,Midfielder,SD Eibar,8,€1.50m,-
21309,Gonzalo Escalante,27 Years,"Mar 27, 1993 ",Argentina,Midfielder,SD Eibar,5,€4.00m,-
21310,Edu Expósito,23 Years,"Aug 1, 1996 ",Spain,Midfielder,SD Eibar,10,€4.00m,-
21311,Sergio Álvarez,28 Years,"Jan 23, 1992 ",Spain,Midfielder,SD Eibar,6,€2.00m,-
21312,Sebastián Cristóforo,26 Years,"Aug 23, 1993 ",Uruguay,Midfielder,SD Eibar,18,€1.50m,-
21313,Takashi Inui,31 Years,"Jun 2, 1988 ",Japan,Forward,SD Eibar,22,€3.00m,-
21314,Pablo de Blasis,32 Years,"Feb 4, 1988 ",Argentina,Forward,SD Eibar,16,€1.80m,-
21315,Fabián Orellana,34 Years,"Jan 27, 1986 ",Chile,Forward,SD Eibar,14,€2.00m,-
21316,Pedro León,33 Years,"Nov 24, 1986 ",Spain,Forward,SD Eibar,21,€1.80m,-
21317,Sergi Enrich,30 Years,"Feb 26, 1990 ",Spain,Forward,SD Eibar,9,€3.00m,-
21318,Kike,30 Years,"Nov 25, 1989 ",Spain,Forward,SD Eibar,17,€3.00m,-
21319,Charles,36 Years,"Apr 4, 1984 ",Brazil,Forward,SD Eibar,19,€1.50m,-
21320,Quique,29 Years,"May 16, 1990 ",Spain,Forward,SD Eibar,7,€1.00m,-
21321,Rui Silva,26 Years,"Feb 7, 1994 ",Portugal,Goalkeeper,Granada CF,1,€5.00m,-
21322,Aarón Escandell,24 Years,"Sep 27, 1995 ",Spain,Goalkeeper,Granada CF,13,€300k,-
21323,Jesús Vallejo,23 Years,"Jan 5, 1997 ",Spain,Defender,Granada CF,20,€7.50m,-
21324,Domingos Duarte,25 Years,"Mar 10, 1995 ",Portugal,Defender,Granada CF,22,€5.00m,-
21325,José Antonio Martínez,27 Years,"Feb 12, 1993 ",Spain,Defender,Granada CF,5,€1.50m,-
21326,Germán Sánchez,33 Years,"Oct 31, 1986 ",Spain,Defender,Granada CF,6,€800k,-
21327,Neyder Lozano,26 Years,"Mar 4, 1994 ",Colombia,Defender,Granada CF,-,€600k,-
21328,Carlos Neva,23 Years,"Jun 12, 1996 ",Spain,Defender,Granada CF,15,€1.00m,-
21329,Álex Martínez,29 Years,"Aug 12, 1990 ",Spain,Defender,Granada CF,3,€900k,-
21330,Ismail Köybasi,30 Years,"Jul 10, 1989 ",Turkey,Defender,Granada CF,11,€400k,-
21331,Dimitri Foulquier,27 Years,"Mar 23, 1993 ",Guadeloupe,Defender,Granada CF,2,€2.50m,-
21332,Víctor Díaz,31 Years,"Jun 12, 1988 ",Spain,Defender,Granada CF,16,€1.50m,Team captain
21333,Quini,30 Years,"Sep 24, 1989 ",Spain,Defender,Granada CF,-,€700k,-
21334,Yangel Herrera,22 Years,"Jan 7, 1998 ",Venezuela,Midfielder,Granada CF,21,€10.00m,-
21335,Maxime Gonalons,31 Years,"Mar 10, 1989 ",France,Midfielder,Granada CF,4,€3.50m,-
21336,Ángel Montoro,31 Years,"Jun 25, 1988 ",Spain,Midfielder,Granada CF,19,€1.50m,-
21337,Yan Brice,22 Years,"Aug 26, 1997 ",Cameroon,Midfielder,Granada CF,8,€1.00m,-
