,PlayerName,Age,Birthdate,Nationality,Position,Club,TShirtNumber,Value 
18736,Ruslan Litvinov,18 Years,"Aug 18, 2001 ",Russia,Midfielder,Spartak 2 Moscow,68,€175k
18737,Petr Volodkin,21 Years,"Mar 4, 1999 ",Russia,Midfielder,Spartak 2 Moscow,43,€100k
18738,Nikita Bakalyuk,19 Years,"Apr 3, 2001 ",Russia,Midfielder,Spartak 2 Moscow,80,€375k
18739,Maksim Danilin,18 Years,"Sep 13, 2001 ",Russia,Midfielder,Spartak 2 Moscow,78,€250k
18740,Malcolm Badu,22 Years,"Jun 23, 1997 ",Germany,Midfielder,Spartak 2 Moscow,21,€100k
18741,Mikhail Ignatov,19 Years,"May 4, 2000 ",Russia,Midfielder,Spartak 2 Moscow,22,€750k
18742,Dmitri Markitesov,19 Years,"Mar 22, 2001 ",Russia,Forward,Spartak 2 Moscow,74,€300k
18743,Idrisa Sambú,22 Years,"Mar 27, 1998 ",Portugal,Forward,Spartak 2 Moscow,45,€300k
18744,Stepan Oganesyan,18 Years,"Sep 28, 2001 ",Russia,Forward,Spartak 2 Moscow,84,€175k
18745,Sylvanus Nimely,21 Years,"Sep 4, 1998 ",Liberia,Forward,Spartak 2 Moscow,66,€600k
18746,Nikoloz Kutateladze,19 Years,"Mar 19, 2001 ",Georgia,Forward,Spartak 2 Moscow,13,€125k
18747,Thierno Thioub,21 Years,"Jun 1, 1998 ",Senegal,Forward,Spartak 2 Moscow,28,€100k
18748,Mikhail Oparin,26 Years,"May 22, 1993 ",Russia,Goalkeeper,Enisey Krasnoyarsk,25,€250k
18749,Dmitri Rebrov,22 Years,"Oct 2, 1997 ",Russia,Goalkeeper,Enisey Krasnoyarsk,30,€150k
18750,Ivan Khomukha,25 Years,"Jul 14, 1994 ",Russia,Defender,Enisey Krasnoyarsk,5,€600k
18751,Vladislav Molchan,19 Years,"Sep 21, 2000 ",Russia,Defender,Enisey Krasnoyarsk,3,€175k
18752,Valeri Ganus,21 Years,"Nov 25, 1998 ",Russia,Defender,Enisey Krasnoyarsk,40,€150k
18753,Gleb Zakharov,18 Years,"Jul 31, 2001 ",Russia,Defender,Enisey Krasnoyarsk,37,€125k
18754,Kirill Aloyan,21 Years,"Jan 22, 1999 ",Russia,Defender,Enisey Krasnoyarsk,15,€100k
18755,Denis Nikitin,22 Years,"May 5, 1997 ",Russia,Defender,Enisey Krasnoyarsk,97,€550k
18756,Roman Bugaev,31 Years,"Feb 11, 1989 ",Russia,Defender,Enisey Krasnoyarsk,8,€350k
18757,Konstantin Garbuz,32 Years,"Feb 19, 1988 ",Russia,Defender,Enisey Krasnoyarsk,19,€200k
18758,Matvey Uzhgin,19 Years,"Nov 23, 2000 ",Russia,Defender,Enisey Krasnoyarsk,23,€150k
18759,David Mildzikhov,25 Years,"Jun 8, 1994 ",Russia,Defender,Enisey Krasnoyarsk,32,€225k
18760,Rostislav Vorobjev,22 Years,"Mar 21, 1998 ",Russia,Defender,Enisey Krasnoyarsk,28,€125k
18761,Oleg Lanin,24 Years,"Jan 22, 1996 ",Russia,Midfielder,Enisey Krasnoyarsk,18,€700k
18762,Pavel Rozhkov,33 Years,"Dec 31, 1986 ",Russia,Midfielder,Enisey Krasnoyarsk,27,€100k
18763,Egor Ivanov,27 Years,"Jun 19, 1992 ",Russia,Midfielder,Enisey Krasnoyarsk,21,€600k
18764,Aleksandr Zotov,29 Years,"Aug 27, 1990 ",Russia,Midfielder,Enisey Krasnoyarsk,77,€600k
18765,Aleksandr Lomakin,25 Years,"Feb 14, 1995 ",Russia,Midfielder,Enisey Krasnoyarsk,90,€300k
18766,Nikita Razdorskikh,20 Years,"Jan 13, 2000 ",Russia,Midfielder,Enisey Krasnoyarsk,12,€175k
18767,Sergey Karetnik,25 Years,"Feb 14, 1995 ",Russia,Midfielder,Enisey Krasnoyarsk,31,€125k
18768,Maksim Semakin,36 Years,"Oct 26, 1983 ",Russia,Midfielder,Enisey Krasnoyarsk,14,€25k
18769,Konstantin Savichev,26 Years,"Mar 6, 1994 ",Russia,Midfielder,Enisey Krasnoyarsk,7,€600k
18770,Igor Kireev,28 Years,"Feb 17, 1992 ",Russia,Midfielder,Enisey Krasnoyarsk,17,€400k
18771,Mikhail Komkov,35 Years,"Oct 1, 1984 ",Russia,Midfielder,Enisey Krasnoyarsk,10,€50k
18772,Evgeniy Pesikov,21 Years,"Apr 6, 1999 ",Russia,Midfielder,Enisey Krasnoyarsk,99,€125k
18773,Aleksandr Kharitonov,37 Years,"Apr 4, 1983 ",Russia,Midfielder,Enisey Krasnoyarsk,83,€25k
18774,Vladislav Shpitalnyi,23 Years,"Sep 5, 1996 ",Russia,Midfielder,Enisey Krasnoyarsk,6,€50k
18775,Denis Shnitov,20 Years,"Sep 28, 1999 ",Russia,Midfielder,Enisey Krasnoyarsk,88,€50k
18776,Artur Sarkisov,33 Years,"Jan 19, 1987 ",Armenia,Forward,Enisey Krasnoyarsk,11,€300k
18777,Daur Kvekveskiri,22 Years,"Feb 7, 1998 ",Russia,Forward,Enisey Krasnoyarsk,70,€200k
18778,Artem Deljkin,29 Years,"Aug 2, 1990 ",Russia,Forward,Enisey Krasnoyarsk,9,€450k
18779,Juan Lescano,27 Years,"Oct 29, 1992 ",Argentina,Forward,Enisey Krasnoyarsk,29,€350k
18780,Maksim Rudnev,22 Years,"Apr 20, 1997 ",Russia,Forward,Enisey Krasnoyarsk,20,€125k
18781,Igor Obukhov,23 Years,"May 29, 1996 ",Russia,Goalkeeper,SKA Khabarovsk,96,€375k
18782,Georgiy Kyrnats,21 Years,"Jun 22, 1998 ",Russia,Goalkeeper,SKA Khabarovsk,88,€200k
18783,Vladislav Soromytjko,25 Years,"Sep 29, 1994 ",Russia,Goalkeeper,SKA Khabarovsk,1,€150k
18784,Nikolay Zaytsev,30 Years,"Jun 1, 1989 ",Russia,Defender,SKA Khabarovsk,3,€550k
18785,Kirill Suslov,28 Years,"Oct 26, 1991 ",Russia,Defender,SKA Khabarovsk,15,€400k
18786,Semen Matviychuk,21 Years,"May 1, 1998 ",Russia,Defender,SKA Khabarovsk,90,€275k
18787,Grigori Trufanov,22 Years,"Jun 13, 1997 ",Russia,Defender,SKA Khabarovsk,97,€200k
18788,Magomed Elmurzaev,22 Years,"Jun 16, 1997 ",Russia,Defender,SKA Khabarovsk,5,€200k
18789,Roman Manuylov,24 Years,"Jul 1, 1995 ",Russia,Defender,SKA Khabarovsk,27,€250k
18790,Leonid Vashchenko,19 Years,"Feb 28, 2001 ",Russia,Midfielder,SKA Khabarovsk,34,€25k
18791,Aleksey Shalygin,19 Years,"Mar 12, 2001 ",Russia,Midfielder,SKA Khabarovsk,79,€25k
18792,Irakli Kvekveskiri,30 Years,"Mar 12, 1990 ",Russia,Midfielder,SKA Khabarovsk,33,€400k
18793,Vitali Gorulev,21 Years,"Jul 30, 1998 ",Russia,Midfielder,SKA Khabarovsk,98,€300k
18794,Vladislav Kamilov,24 Years,"Aug 29, 1995 ",Russia,Midfielder,SKA Khabarovsk,21,€650k
18795,Mikhail Gashchenkov,27 Years,"Jun 19, 1992 ",Russia,Midfielder,SKA Khabarovsk,6,€600k
18796,Evgheni Oancea,24 Years,"Jan 5, 1996 ",Moldova,Midfielder,SKA Khabarovsk,77,€600k
18797,Artemi Maleev,28 Years,"May 4, 1991 ",Russia,Midfielder,SKA Khabarovsk,8,€300k
18798,Minori Sato,29 Years,"Mar 2, 1991 ",Japan,Midfielder,SKA Khabarovsk,14,€250k
18799,Vladislav Nikiforov,31 Years,"Mar 21, 1989 ",Russia,Forward,SKA Khabarovsk,10,€350k
18800,Ramazan Gadzhimuradov,22 Years,"Jan 9, 1998 ",Russia,Forward,SKA Khabarovsk,70,€350k
18801,Egor Novikov,17 Years,"Jun 3, 2002 ",Russia,Forward,SKA Khabarovsk,-,€125k
18802,Konstantin Bazelyuk,26 Years,"Apr 12, 1993 ",Russia,Forward,SKA Khabarovsk,71,€400k
18803,Ilya Kuzmichev,32 Years,"Jan 10, 1988 ",Russia,Forward,SKA Khabarovsk,11,€300k
18804,Eduard Bulia,28 Years,"May 19, 1991 ",Russia,Forward,SKA Khabarovsk,37,€300k
18805,Vladislav Bragin,22 Years,"Jan 25, 1998 ",Russia,Forward,SKA Khabarovsk,19,€250k
18806,Nikita Trifonov,19 Years,"May 6, 2000 ",Russia,Forward,SKA Khabarovsk,17,€75k
18807,Stanislav Buchnev,29 Years,"Jul 17, 1990 ",Russia,Goalkeeper,Fakel Voronezh,22,€300k
18808,Aleksandr Sautin,32 Years,"Jan 30, 1988 ",Russia,Goalkeeper,Fakel Voronezh,1,€200k
18809,Dmitri Kortnev,30 Years,"May 16, 1989 ",Russia,Goalkeeper,Fakel Voronezh,30,€175k
18810,Danila Ermakov,21 Years,"Dec 29, 1998 ",Russia,Goalkeeper,Fakel Voronezh,79,€100k
18811,Sergey Bryzgalov,27 Years,"Nov 15, 1992 ",Russia,Defender,Fakel Voronezh,92,€600k
18812,Aslan Dashaev,31 Years,"Feb 19, 1989 ",Russia,Defender,Fakel Voronezh,44,€500k
18813,Mikhail Smirnov,29 Years,"Jun 3, 1990 ",Russia,Defender,Fakel Voronezh,25,€225k
18814,Igor Khaimanov,26 Years,"Mar 26, 1994 ",Russia,Defender,Fakel Voronezh,3,€200k
18815,Vladislav Mikushin,18 Years,"Apr 18, 2001 ",Russia,Defender,Fakel Voronezh,41,€175k
18816,Oleg Krasilnichenko,23 Years,"Jan 21, 1997 ",Russia,Defender,Fakel Voronezh,21,€200k
18817,Aleksey Solovjev,24 Years,"Mar 15, 1996 ",Russia,Defender,Fakel Voronezh,4,€175k
18818,Vladislav Parshikov,24 Years,"Feb 19, 1996 ",Russia,Defender,Fakel Voronezh,55,€550k
18819,Aleksandr Cherevko,32 Years,"Nov 26, 1987 ",Russia,Defender,Fakel Voronezh,26,€150k
18820,Danil Neplyuev,22 Years,"Jan 2, 1998 ",Russia,Defender,Fakel Voronezh,2,€125k
18821,Vladislav Turukin,20 Years,"Aug 25, 1999 ",Russia,Defender,Fakel Voronezh,23,€25k
18822,Kirill Glushchenkov,20 Years,"Feb 5, 2000 ",Russia,Midfielder,Fakel Voronezh,73,€125k
18823,Aleksey Evseev,26 Years,"Mar 30, 1994 ",Russia,Midfielder,Fakel Voronezh,94,€600k
18824,Artur Ryabokobylenko,29 Years,"Apr 5, 1991 ",Russia,Midfielder,Fakel Voronezh,8,€300k
18825,Vladislav Masternoy,24 Years,"Nov 17, 1995 ",Russia,Midfielder,Fakel Voronezh,88,€175k
18826,Vladislav Korobkin,19 Years,"Jun 21, 2000 ",Russia,Midfielder,Fakel Voronezh,9,€75k
18827,Dmitri Korobov,25 Years,"Jun 10, 1994 ",Russia,Midfielder,Fakel Voronezh,87,€600k
18828,Oleg Dmitriev,24 Years,"Nov 18, 1995 ",Russia,Midfielder,Fakel Voronezh,34,€200k
18829,Roman Kosyanchuk,26 Years,"Oct 24, 1993 ",Russia,Midfielder,Fakel Voronezh,10,€150k
18830,Pavel Yakovlev,28 Years,"Apr 7, 1991 ",Russia,Forward,Fakel Voronezh,91,€500k
18831,Mikhail Petrusev,25 Years,"Nov 21, 1994 ",Russia,Forward,Fakel Voronezh,77,€400k
18832,Ilya Mazurov,20 Years,"Jun 7, 1999 ",Russia,Forward,Fakel Voronezh,11,€250k
18833,Maksim Grigorjev,29 Years,"Jul 6, 1990 ",Russia,Forward,Fakel Voronezh,7,€400k
18834,Ruslan Koryan,31 Years,"Jun 15, 1988 ",Armenia,Forward,Fakel Voronezh,19,€200k
18835,Roman Pukhov,19 Years,"Dec 7, 2000 ",Russia,Forward,Fakel Voronezh,17,€150k
18836,Dmitri Arapov,26 Years,"Jun 9, 1993 ",Russia,Goalkeeper,Chaika Peschanokopskoe,35,€375k
18837,Maksim Kiselev,25 Years,"Jan 30, 1995 ",Russia,Goalkeeper,Chaika Peschanokopskoe,16,€200k
18838,Ruslan Yunusov,20 Years,"May 16, 1999 ",Russia,Goalkeeper,Chaika Peschanokopskoe,79,€175k
18839,Vladimir Donchik,18 Years,"Jan 22, 2002 ",Russia,Goalkeeper,Chaika Peschanokopskoe,1,€25k
18840,Andrey Bychkov,31 Years,"Jul 13, 1988 ",Russia,Defender,Chaika Peschanokopskoe,25,€325k
18841,Artem Vyatkin,24 Years,"Mar 5, 1996 ",Russia,Defender,Chaika Peschanokopskoe,5,€300k
18842,Shamil Gasanov,26 Years,"Jul 30, 1993 ",Russia,Defender,Chaika Peschanokopskoe,14,€250k
18843,Khalid Shakhtiev,22 Years,"May 15, 1997 ",Russia,Defender,Chaika Peschanokopskoe,40,€200k
18844,Denis Tumasyan,34 Years,"Apr 24, 1985 ",Russia,Defender,Chaika Peschanokopskoe,34,€150k
18845,Vadim Lazarev,20 Years,"Feb 4, 2000 ",Russia,Defender,Chaika Peschanokopskoe,69,€150k
18846,Leo Goglichidze,22 Years,"Apr 29, 1997 ",Russia,Defender,Chaika Peschanokopskoe,91,€550k
18847,Nikita Chistyakov,19 Years,"Aug 8, 2000 ",Russia,Defender,Chaika Peschanokopskoe,50,€250k
18848,Maksim Vasiljev,21 Years,"Feb 10, 1999 ",Russia,Defender,Chaika Peschanokopskoe,72,€200k
18849,Vladislav Dubovoy,31 Years,"Jan 5, 1989 ",Russia,Defender,Chaika Peschanokopskoe,2,€200k
18850,Maksim Mashnev,27 Years,"Jan 12, 1993 ",Russia,Midfielder,Chaika Peschanokopskoe,19,€300k
18851,Dmitri Kartashov,25 Years,"Aug 26, 1994 ",Russia,Midfielder,Chaika Peschanokopskoe,8,€250k
18852,Sergey Sharov,28 Years,"Feb 11, 1992 ",Russia,Midfielder,Chaika Peschanokopskoe,22,€250k
18853,Andrey Tekuchev,20 Years,"Jul 5, 1999 ",Russia,Midfielder,Chaika Peschanokopskoe,36,€250k
18854,Igor Bezdenezhnykh,23 Years,"Aug 8, 1996 ",Russia,Midfielder,Chaika Peschanokopskoe,87,€600k
18855,Vladislav Kulik,35 Years,"Feb 27, 1985 ",Russia,Midfielder,Chaika Peschanokopskoe,55,€100k
18856,Andrey Pavlenko,33 Years,"Jul 12, 1986 ",Russia,Midfielder,Chaika Peschanokopskoe,17,€150k
18857,Igor Leontjev,26 Years,"Mar 18, 1994 ",Russia,Midfielder,Chaika Peschanokopskoe,52,€300k
18858,Nikita Glushkov,21 Years,"Mar 19, 1999 ",Russia,Forward,Chaika Peschanokopskoe,23,€200k
18859,Vladimirs Kamess,31 Years,"Oct 28, 1988 ",Latvia,Forward,Chaika Peschanokopskoe,6,€400k
18860,Aleksandr Korotaev,27 Years,"Jul 15, 1992 ",Russia,Forward,Chaika Peschanokopskoe,13,€350k
18861,Artem Korzhunov,24 Years,"Jun 10, 1995 ",Russia,Forward,Chaika Peschanokopskoe,11,€200k
18862,Aleksandr Podbeltsev,27 Years,"Mar 15, 1993 ",Russia,Forward,Chaika Peschanokopskoe,9,€400k
18863,Aleksandr Khokhlachev,22 Years,"May 8, 1997 ",Russia,Forward,Chaika Peschanokopskoe,7,€350k
18864,Ilya Belous,25 Years,"Jan 1, 1995 ",Russia,Forward,Chaika Peschanokopskoe,88,€300k
18865,Denis Adamov,22 Years,"Feb 20, 1998 ",Russia,Goalkeeper,FK Krasnodar 2,66,€450k
18866,Sergey Eshchenko,19 Years,"Mar 1, 2001 ",Russia,Goalkeeper,FK Krasnodar 2,71,€225k
18867,Stanislav Agkatsev,18 Years,"Jan 9, 2002 ",Russia,Goalkeeper,FK Krasnodar 2,58,€200k
18868,Sergey Borodin,21 Years,"Jan 30, 1999 ",Russia,Defender,FK Krasnodar 2,44,€375k
18869,Ilya Martynov,20 Years,"Jan 25, 2000 ",Russia,Defender,FK Krasnodar 2,61,€350k
18870,Vitali Stezhko,23 Years,"Jan 29, 1997 ",Russia,Defender,FK Krasnodar 2,50,€225k
18871,Vyacheslav Litvinov,19 Years,"Apr 1, 2001 ",Russia,Defender,FK Krasnodar 2,84,€175k
18872,Andrey Ivashin,20 Years,"Jun 30, 1999 ",Russia,Defender,FK Krasnodar 2,40,€450k
18873,Nikolay Bochko,21 Years,"Mar 1, 1999 ",Russia,Defender,FK Krasnodar 2,65,€350k
18874,Danil Pelikh,19 Years,"Jan 2, 2001 ",Russia,Defender,FK Krasnodar 2,34,€175k
18875,Nikolay Markov,34 Years,"Apr 20, 1985 ",Russia,Defender,FK Krasnodar 2,15,€50k
18876,Aleksandr Chernikov,20 Years,"Feb 1, 2000 ",Russia,Midfielder,FK Krasnodar 2,53,€500k
18877,Vyacheslav Yakimov,22 Years,"Jan 5, 1998 ",Russia,Midfielder,FK Krasnodar 2,23,€225k
18878,Ilya Zhigulev,24 Years,"Feb 1, 1996 ",Russia,Midfielder,FK Krasnodar 2,20,€700k
18879,Aleks Matsukatov,21 Years,"Jan 11, 1999 ",Russia,Midfielder,FK Krasnodar 2,62,€650k
18880,Anatoli Katrich,25 Years,"Jul 9, 1994 ",Russia,Midfielder,FK Krasnodar 2,87,€250k
18881,Leon Sabua,19 Years,"Sep 1, 2000 ",Russia,Midfielder,FK Krasnodar 2,81,€300k
18882,Eduard Spertsyan,19 Years,"Jun 7, 2000 ",Russia,Midfielder,FK Krasnodar 2,74,€225k
18883,Nikita Sergeev,20 Years,"Oct 17, 1999 ",Russia,Forward,FK Krasnodar 2,63,€350k
18884,Rustam Khalnazarov,19 Years,"Jul 20, 2000 ",Russia,Forward,FK Krasnodar 2,72,€250k
18885,Ruslan Apekov,19 Years,"Jun 8, 2000 ",Russia,Forward,FK Krasnodar 2,92,€200k
18886,Ilya Vorotnikov,19 Years,"Feb 11, 2001 ",Russia,Forward,FK Krasnodar 2,37,€175k
18887,Nikita Shershnev,18 Years,"Oct 19, 2001 ",Russia,Forward,FK Krasnodar 2,42,€175k
18888,German Onugkha,23 Years,"Jul 6, 1996 ",Russia,Forward,FK Krasnodar 2,60,€450k
18889,Maksim Kutovoy,18 Years,"Jul 1, 2001 ",Russia,Forward,FK Krasnodar 2,67,€250k
18890,Andrey Golubev,27 Years,"Jan 27, 1993 ",Russia,Goalkeeper,Neftekhimik Nizhnekamsk,27,€500k
18891,Vyacheslav Isupov,27 Years,"Jan 16, 1993 ",Russia,Goalkeeper,Neftekhimik Nizhnekamsk,18,€250k
18892,Anatoli Malashenko,26 Years,"Feb 23, 1994 ",Russia,Goalkeeper,Neftekhimik Nizhnekamsk,23,€25k
18893,Lev Potapov,27 Years,"Oct 28, 1992 ",Russia,Defender,Neftekhimik Nizhnekamsk,5,€300k
18894,Maksim Shiryaev,24 Years,"Jul 13, 1995 ",Russia,Defender,Neftekhimik Nizhnekamsk,12,€250k
18895,Denis Kaykov,22 Years,"Aug 12, 1997 ",Russia,Defender,Neftekhimik Nizhnekamsk,21,€225k
18896,Ilya Agapov,19 Years,"Jan 21, 2001 ",Russia,Defender,Neftekhimik Nizhnekamsk,51,€150k
18897,Igor Kutergin,21 Years,"Apr 4, 1999 ",Russia,Defender,Neftekhimik Nizhnekamsk,77,€75k
18898,Andrey Semenov,27 Years,"Jun 8, 1992 ",Russia,Defender,Neftekhimik Nizhnekamsk,4,€275k
18899,Farkhod Vasiev,29 Years,"Apr 14, 1990 ",Tajikistan,Defender,Neftekhimik Nizhnekamsk,6,€250k
18900,Marat Sitdikov,28 Years,"Jul 23, 1991 ",Russia,Defender,Neftekhimik Nizhnekamsk,22,€250k
18901,Alan Lelyukaev,20 Years,"Nov 13, 1999 ",Russia,Defender,Neftekhimik Nizhnekamsk,32,€275k
18902,Rail Abdullin,19 Years,"Aug 6, 2000 ",Russia,Defender,Neftekhimik Nizhnekamsk,33,€250k
18903,Mikhail Kanaev,30 Years,"Oct 1, 1989 ",Russia,Midfielder,Neftekhimik Nizhnekamsk,17,€375k
18904,Ilya Kubyshkin,24 Years,"Jan 12, 1996 ",Russia,Midfielder,Neftekhimik Nizhnekamsk,96,€275k
18905,Andrey Kireev,34 Years,"Jul 6, 1985 ",Russia,Midfielder,Neftekhimik Nizhnekamsk,88,€75k
18906,Ilya Petrov,24 Years,"Jun 27, 1995 ",Russia,Midfielder,Neftekhimik Nizhnekamsk,95,€600k
18907,Roman Akbashev,28 Years,"Nov 1, 1991 ",Russia,Midfielder,Neftekhimik Nizhnekamsk,99,€600k
18908,David Khubaev,25 Years,"Oct 1, 1994 ",Russia,Midfielder,Neftekhimik Nizhnekamsk,13,€275k
18909,Vagiz Galiulin,32 Years,"Oct 10, 1987 ",Uzbekistan,Midfielder,Neftekhimik Nizhnekamsk,20,€350k
18910,Danil Klenkin,29 Years,"Jul 14, 1990 ",Russia,Midfielder,Neftekhimik Nizhnekamsk,14,€500k
18911,Mikhail Solovjev,22 Years,"Apr 7, 1997 ",Russia,Forward,Neftekhimik Nizhnekamsk,24,€200k
18912,Pavel Shadrin,27 Years,"Jan 14, 1993 ",Russia,Forward,Neftekhimik Nizhnekamsk,7,€200k
18913,Aleksandr Yushin,25 Years,"Apr 4, 1995 ",Russia,Forward,Neftekhimik Nizhnekamsk,37,€200k
18914,Merabi Uridia,26 Years,"Apr 7, 1993 ",Russia,Forward,Neftekhimik Nizhnekamsk,10,€500k
18915,Dmitri Michurenkov,24 Years,"May 19, 1995 ",Russia,Forward,Neftekhimik Nizhnekamsk,19,€250k
18916,Artem Kotik,18 Years,"Jun 12, 2001 ",Russia,Forward,Neftekhimik Nizhnekamsk,97,€25k
18917,Evgeniy Pomazan,31 Years,"Jan 31, 1989 ",Russia,Goalkeeper,Baltika Kaliningrad,32,€400k
18918,Maksim Borisko,20 Years,"Feb 15, 2000 ",Russia,Goalkeeper,Baltika Kaliningrad,67,€225k
18919,Evgeniy Latyshonok,21 Years,"Jun 21, 1998 ",Russia,Goalkeeper,Baltika Kaliningrad,1,€200k
18920,Nailson,26 Years,"Feb 24, 1994 ",Brazil,Defender,Baltika Kaliningrad,2,€300k
18921,Artem Meshchaninov,24 Years,"Feb 19, 1996 ",Russia,Defender,Baltika Kaliningrad,26,€300k
18922,Maksim Plopa,30 Years,"Jan 23, 1990 ",Russia,Defender,Baltika Kaliningrad,3,€200k
18923,Artem Makarchuk,24 Years,"Nov 9, 1995 ",Russia,Defender,Baltika Kaliningrad,9,€350k
18924,Ivan Maklakov,21 Years,"Apr 17, 1998 ",Russia,Defender,Baltika Kaliningrad,27,€275k
18925,Maksim Tishkin,30 Years,"Nov 11, 1989 ",Russia,Defender,Baltika Kaliningrad,44,€450k
18926,Aslan Dudiev,29 Years,"Jun 15, 1990 ",Russia,Defender,Baltika Kaliningrad,8,€200k
18927,Stanislav Prychynenko,28 Years,"Jun 26, 1991 ",Russia,Midfielder,Baltika Kaliningrad,23,€250k
18928,Mladen Kascelan,37 Years,"Feb 13, 1983 ",Montenegro,Midfielder,Baltika Kaliningrad,18,€50k
18929,Yan Kazaev,28 Years,"Nov 26, 1991 ",Russia,Midfielder,Baltika Kaliningrad,38,€800k
18930,Maksim Kuzmin,23 Years,"Jun 1, 1996 ",Russia,Midfielder,Baltika Kaliningrad,96,€550k
18931,Alikhan Shavaev,27 Years,"Jan 5, 1993 ",Russia,Midfielder,Baltika Kaliningrad,19,€300k
18932,Alan Chochiev,28 Years,"Sep 7, 1991 ",Russia,Midfielder,Baltika Kaliningrad,17,€500k
18933,Nikita Glushkov,25 Years,"Jun 23, 1994 ",Russia,Forward,Baltika Kaliningrad,7,€350k
18934,Ilnur Alshin,26 Years,"Aug 31, 1993 ",Russia,Forward,Baltika Kaliningrad,10,€550k
18935,Mikhail Markin,26 Years,"Nov 21, 1993 ",Russia,Forward,Baltika Kaliningrad,11,€450k
18936,Allef,25 Years,"Nov 4, 1994 ",Brazil,Forward,Baltika Kaliningrad,33,€300k
18937,Vitali Zhironkin,20 Years,"Mar 10, 2000 ",Russia,Forward,Baltika Kaliningrad,81,€300k
18938,Tamerlan Musaev,18 Years,"Jul 29, 2001 ",Russia,Forward,Baltika Kaliningrad,60,€125k
18939,Arsen Siukaev,24 Years,"Mar 7, 1996 ",Russia,Goalkeeper,Tom Tomsk,30,€150k
18940,Denis Vavilin,37 Years,"Jul 4, 1982 ",Russia,Goalkeeper,Tom Tomsk,1,€25k
18941,Nikita Zubchikhin,22 Years,"Jan 20, 1998 ",Russia,Goalkeeper,Tom Tomsk,63,€25k
18942,Ismail Ediev,32 Years,"Feb 16, 1988 ",Russia,Defender,Tom Tomsk,3,€350k
18943,Nikita Kakkoev,20 Years,"Aug 22, 1999 ",Russia,Defender,Tom Tomsk,24,€350k
18944,Aydar Lisinkov,26 Years,"Jan 2, 1994 ",Russia,Defender,Tom Tomsk,4,€250k
18945,Sergey Bugriev,22 Years,"Mar 16, 1998 ",Russia,Defender,Tom Tomsk,59,€200k
18946,Andrius Rukas,23 Years,"Sep 4, 1996 ",Russia,Defender,Tom Tomsk,5,€100k
18947,Ilya Shurygin,21 Years,"Jul 28, 1998 ",Russia,Defender,Tom Tomsk,22,€75k
18948,Aleksandr Gorbatyuk,34 Years,"Apr 21, 1985 ",Russia,Defender,Tom Tomsk,29,€75k
18949,Andrey Ivanov,25 Years,"Sep 2, 1994 ",Russia,Defender,Tom Tomsk,12,€200k
18950,Anton Sinyak,21 Years,"Jan 30, 1999 ",Russia,Defender,Tom Tomsk,72,€200k
18951,Vasili Zapryagaev,21 Years,"Aug 18, 1998 ",Russia,Defender,Tom Tomsk,39,€150k
18952,Daniil Penchikov,22 Years,"Mar 21, 1998 ",Russia,Defender,Tom Tomsk,23,€425k
18953,Oleg Shalaev,28 Years,"Feb 17, 1992 ",Russia,Midfielder,Tom Tomsk,18,€750k
18954,Aleksandr Sakovich,22 Years,"Mar 31, 1998 ",Russia,Midfielder,Tom Tomsk,25,€50k
18955,Denis Talalay,28 Years,"Feb 10, 1992 ",Russia,Midfielder,Tom Tomsk,19,€250k
18956,Danila Buranov,24 Years,"Feb 11, 1996 ",Russia,Midfielder,Tom Tomsk,88,€250k
18957,Ivan Andreev,19 Years,"Apr 11, 2000 ",Russia,Midfielder,Tom Tomsk,8,€100k
18958,Vitali Kalenkovich,27 Years,"Mar 3, 1993 ",Russia,Midfielder,Tom Tomsk,93,€400k
18959,Dmitri Sasin,23 Years,"Aug 21, 1996 ",Russia,Midfielder,Tom Tomsk,7,€350k
18960,Dmitri Pletnev,22 Years,"Jan 16, 1998 ",Russia,Midfielder,Tom Tomsk,98,€300k
18961,Oleg Leonov,18 Years,"Aug 24, 2001 ",Russia,Midfielder,Tom Tomsk,13,€50k
18962,Pavel Kireenko,25 Years,"Jun 14, 1994 ",Russia,Forward,Tom Tomsk,21,€400k
18963,Maksim Kazankov,33 Years,"Mar 20, 1987 ",Russia,Forward,Tom Tomsk,10,€450k
18964,Apti Akhyadov,26 Years,"Aug 24, 1993 ",Russia,Forward,Tom Tomsk,95,€250k
18965,Pavel Dolgov,23 Years,"Aug 16, 1996 ",Russia,Forward,Tom Tomsk,9,€350k
18966,Ilya Viznovich,22 Years,"Feb 10, 1998 ",Russia,Forward,Tom Tomsk,17,€350k
18967,Islam Tlupov,26 Years,"Mar 23, 1994 ",Russia,Forward,Tom Tomsk,11,€300k
18968,Maksim Matyusha,25 Years,"Feb 4, 1995 ",Russia,Goalkeeper,FK Armavir,13,€200k
18969,Artem Gerasimov,23 Years,"Jun 26, 1996 ",Russia,Goalkeeper,FK Armavir,31,€150k
18970,Georgiy Ternovskiy,18 Years,"Jun 16, 2001 ",Russia,Goalkeeper,FK Armavir,91,€25k
18971,Radik Khayrullov,27 Years,"May 23, 1992 ",Russia,Defender,FK Armavir,92,€450k
18972,Emmersón,24 Years,"Oct 7, 1995 ",Congo,Defender,FK Armavir,23,€200k
18973,Maksim Vasiljev,33 Years,"Jan 31, 1987 ",Russia,Defender,FK Armavir,15,€150k
